# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.16.1

"boerse_multi::copper block", long, 00000000000000C8
"boerse_multi::copper ingot", long, 00000000000000C8
"boerse_multi::crying obsidian", long, 00000000000000C8
boerse_multi::diamond, long, 00000000000000C8
"boerse_multi::diamond block", long, 00000000000000C8
boerse_multi::dirt, long, 00000000000000C8
boerse_multi::emerald, long, 00000000000000C8
"boerse_multi::emerald block", long, 00000000000000C8
"boerse_multi::gold block", long, 00000000000000C8
"boerse_multi::gold ingot", long, 00000000000000C8
"boerse_multi::iron block", long, 00000000000000C8
"boerse_multi::iron ingot", long, 00000000000000C8
"boerse_multi::lapis block", long, 00000000000000C8
"boerse_multi::lapis lazuli", long, 00000000000000C8
"boerse_multi::netherite ingot", long, 00000000000000C8
"boerse_multi::netherite scrap", long, 00000000000000C8
boerse_multi::obsidian, long, 00000000000000C8
boerse_multi::redstone, long, 00000000000000C8
"boerse_multi::redstone block", long, 00000000000000C8
boerse_multi::stone, long, 00000000000000C8
"boerse_multi::stone bricks", long, 00000000000000C8
boerse_sold::coal, long, 0000000000000000
"boerse_sold::coal block", long, 0000000000000000
"boerse_sold::coarse dirt", long, 0000000000000000
"boerse_sold::copper block", long, 0000000000000000
"boerse_sold::copper ingot", long, 0000000000000000
"boerse_sold::crying obsidian", long, 0000000000000000
boerse_sold::diamond, long, 0000000000000000
"boerse_sold::diamond block", long, 0000000000000000
boerse_sold::dirt, long, 0000000000000000
boerse_sold::emerald, long, 0000000000000000
"boerse_sold::emerald block", long, 0000000000000000
"boerse_sold::gold block", long, 0000000000000000
"boerse_sold::gold ingot", long, 0000000000000000
"boerse_sold::iron block", long, 0000000000000000
"boerse_sold::iron ingot", long, 0000000000000000
"boerse_sold::lapis block", long, 0000000000000000
"boerse_sold::lapis lazuli", long, 0000000000000000
"boerse_sold::netherite ingot", long, 0000000000000000
"boerse_sold::netherite scrap", long, 0000000000000000
boerse_sold::obsidian, long, 0000000000000000
boerse_sold::redstone, long, 0000000000000000
"boerse_sold::redstone block", long, 0000000000000000
boerse_sold::stone, long, 0000000000000000
"boerse_sold::stone bricks", long, 0000000000000000
boss_names::1, string, 80142634266C446572205665727363686C696E676572
boss_names::2, string, 80102635266C536368617474656E6C6F7264
boss_names::3, string, 80122636266C476F6C64656E657220476F6C656D
boss_names::4, string, 800D2631266C45697364C3A46D6F6E
boss_names::5, string, 800F2663266C4665756572647261636865
boss_rewards::1, long, 000000000000C350
boss_rewards::2, long, 00000000000186A0
boss_rewards::3, long, 00000000000249F0
boss_rewards::4, long, 0000000000030D40
boss_rewards::5, long, 000000000007A120
boss_types::1, string, 800F77697468657220736B656C65746F6E
boss_types::2, string, 8008656E6465726D616E
boss_types::3, string, 800A69726F6E20676F6C656D
boss_types::4, string, 80057374726179
boss_types::5, string, 8005626C617A65
casino_day::6e874670-66e9-48dd-b16f-48029fc0c645, string, 800A323032362D30382D3135
casino_day::e316e06a-8b70-4d7e-9636-f2085ddade33, string, 800A323032362D30382D3135
casino_loss::6e874670-66e9-48dd-b16f-48029fc0c645, long, 00000000000003E8
casino_loss::e316e06a-8b70-4d7e-9636-f2085ddade33, long, 0000000000001388
"collector::tycoon:-97.5,-9.5,58.5", offlineplayer, 810475756964800455554944820B6D6F73747369676269747304E316E06A8B704D7E0C6C6561737473696762697473049636F2085DDADE33
"collector::tycoon:-97.5,-9.5,97.5", offlineplayer, 810475756964800455554944820B6D6F737473696762697473046E87467066E948DD0C6C656173747369676269747304B16F48029FC0C645
"collector::tycoon:-97.5,-9.5,98.5", offlineplayer, 810475756964800455554944820B6D6F737473696762697473046E87467066E948DD0C6C656173747369676269747304B16F48029FC0C645
"collector::tycoon:-96.5,-9.5,97.5", offlineplayer, 810475756964800455554944820B6D6F737473696762697473046E87467066E948DD0C6C656173747369676269747304B16F48029FC0C645
"collector::tycoon:-96.5,-9.5,98.5", offlineplayer, 810475756964800455554944820B6D6F737473696762697473046E87467066E948DD0C6C656173747369676269747304B16F48029FC0C645
"collector::tycoon:-86.5,66.5,29.5", offlineplayer, 810475756964800455554944820B6D6F737473696762697473046E87467066E948DD0C6C656173747369676269747304B16F48029FC0C645
"collector::tycoon:-58.5,-11.5,58.5", offlineplayer, 810475756964800455554944820B6D6F737473696762697473046E87467066E948DD0C6C656173747369676269747304B16F48029FC0C645
"collector::tycoon:-58.5,-9.5,-18.5", offlineplayer, 810475756964800455554944820B6D6F737473696762697473046E87467066E948DD0C6C656173747369676269747304B16F48029FC0C645
"collector::tycoon:-57.5,-11.5,20.5", offlineplayer, 810475756964800455554944820B6D6F73747369676269747304E316E06A8B704D7E0C6C6561737473696762697473049636F2085DDADE33
"collector::tycoon:-19.5,-11.5,59.5", offlineplayer, 810475756964800455554944820B6D6F73747369676269747304C0B032948D244B2E0C6C6561737473696762697473048C58BA64C0C93204
daily.lastclaim.25f22b83-f8f4-4bf5-b8d7-9fdb2c53e1ab, date, 810974696D657374616D7004000001A01126F43E
daily.lastclaim.6e874670-66e9-48dd-b16f-48029fc0c645, date, 810974696D657374616D7004000001A011631DE9
daily.lastclaim.8546f1ab-5805-4633-800c-7030c555b563, date, 810974696D657374616D7004000001A007054790
daily.streak.25f22b83-f8f4-4bf5-b8d7-9fdb2c53e1ab, long, 0000000000000002
daily.streak.6e874670-66e9-48dd-b16f-48029fc0c645, long, 0000000000000001
daily.streak.8546f1ab-5805-4633-800c-7030c555b563, long, 0000000000000001
eco.daily_gamble_loss, double, 41014DAA97DBF48A
eco.daily_gamble_win, double, 410484A0EC8B4395
event_desc::1, string, 802A263747656E657261746F72656E2070726F64757A696572656E20646F7070656C7420736F207669656C21
event_desc::2, string, 80222637416C6C652053656C6C2D50726569736520756D2035302520657268C3B6687421
event_desc::3, string, 802E2637436173696E6F204D61782D45696E7361747A20766572646F7070656C74202620783135204A61636B706F7421
event_desc::4, string, 802A2637476C6F62616C4D61726B65742D5472616E73616B74696F6E656E206F686E65205374657565726E21
event_desc::5, string, 802226374461696C7920526577617264732073696E642076657264726569666163687421
event_names::1, string, 80182661266C444F5050454C54452047454E455241544F52454E
event_names::2, string, 80122665266C474F4C44454E45205354554E4445
event_names::3, string, 80112664266C434153494E4F20464945424552
event_names::4, string, 800E2662266C48414E44454C53544147
event_names::5, string, 800E2636266C474CC39C434B53544147
genesis.active, boolean, 01
prestige_bonus::1, long, 000000000000000A
prestige_bonus::2, long, 0000000000000014
prestige_bonus::3, long, 0000000000000023
prestige_bonus::4, long, 0000000000000032
prestige_bonus::5, long, 0000000000000046
prestige_bonus::6, long, 000000000000005A
prestige_bonus::7, long, 0000000000000073
prestige_bonus::8, long, 000000000000008C
prestige_bonus::9, long, 00000000000000AA
prestige_bonus::10, long, 00000000000000C8
prestige_cost::1, long, 000000746A528800
prestige_cost::2, long, 000000E8D4A51000
prestige_cost::3, long, 00000246139CA800
prestige_cost::4, long, 0000048C27395000
prestige_cost::5, long, 000009184E72A000
prestige_cost::6, long, 000016BCC41E9000
prestige_cost::7, long, 00002D79883D2000
prestige_cost::8, long, 00005AF3107A4000
prestige_cost::9, long, 0000E35FA931A000
prestige_cost::10, long, 0001C6BF52634000
prestige_names::1, string, 800C2664E29CA62042726F6E7A65
prestige_names::2, string, 800F2636E29CA6E29CA62053696C626572
prestige_names::3, string, 80102665E29CA6E29CA6E29CA620476F6C64
prestige_names::4, string, 80152662E29CA6E29CA6E29CA6E29CA620506C6174696E
prestige_names::5, string, 80192661E29CA6E29CA6E29CA6E29CA6E29CA620536D6172616764
prestige_names::6, string, 801B2633E29CA6E29CA6E29CA6E29CA6E29CA6E29CA620536170686972
prestige_names::7, string, 801D2663E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA620527562696E
prestige_names::8, string, 80232635E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA620416D657468797374
prestige_names::9, string, 80252666E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6204469616D616E74
prestige_names::10, string, 802A2636266CE29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6E29CA6204C6567656E6465
safe.active, boolean, 01
safe.e.x, double, 406199B7722B37D7
safe.e.y, double, 404D000000000000
safe.e.z, double, 3FDE7AC84D9F1D9F
safe.n.x, double, 3FE9B7722B37D779
safe.n.y, double, 4050000000000000
safe.n.z, double, C06170C29BD93071
safe.s.x, double, 3FE9B7722B37D779
safe.s.y, double, 4050000000000000
safe.s.z, double, 40618F3D6426CF8F
safe.w.x, double, C06166488DD4C829
safe.w.y, double, 4050000000000000
safe.w.z, double, 3FDE7AC84D9F1D9F
"tycoon_prices::amethyst shard", long, 0000000000004E20
tycoon_prices::andesite, long, 00000000000061A8
tycoon_prices::basalt, long, 000000000000EA60
tycoon_prices::beacon, long, 0000000000B71B00
tycoon_prices::bedrock, long, 00000000005B8D80
tycoon_prices::blackstone, long, 00000000000186A0
tycoon_prices::calcite, long, 0000000000002EE0
tycoon_prices::coal, long, 0000000000000014
"tycoon_prices::coal block", long, 00000000000000B4
"tycoon_prices::coarse dirt", long, 000000000000000A
"tycoon_prices::copper block", long, 00000000000002D0
"tycoon_prices::copper ingot", long, 0000000000000050
"tycoon_prices::crying obsidian", long, 0000000000001388
tycoon_prices::diamond, long, 00000000000005DC
"tycoon_prices::diamond block", long, 00000000000034BC
tycoon_prices::diorite, long, 0000000000004650
tycoon_prices::dirt, long, 0000000000000005
tycoon_prices::emerald, long, 0000000000000320
"tycoon_prices::emerald block", long, 0000000000001C20
"tycoon_prices::end stone", long, 0000000000061A80
"tycoon_prices::end stone bricks", long, 00000000000C3500
"tycoon_prices::gold block", long, 0000000000000438
"tycoon_prices::gold ingot", long, 0000000000000078
tycoon_prices::granite, long, 0000000000009C40
"tycoon_prices::iron block", long, 00000000000001C2
"tycoon_prices::iron ingot", long, 0000000000000032
"tycoon_prices::lapis block", long, 0000000000000FD2
"tycoon_prices::lapis lazuli", long, 00000000000001C2
"tycoon_prices::magma block", long, 00000000005B8D80
"tycoon_prices::magma cream", long, 00000000002DC6C0
"tycoon_prices::netherite ingot", long, 0000000000004E20
"tycoon_prices::netherite scrap", long, 0000000000001388
tycoon_prices::obsidian, long, 00000000000009C4
"tycoon_prices::polished andesite", long, 000000000000C350
"tycoon_prices::polished basalt", long, 000000000001D4C0
"tycoon_prices::polished blackstone", long, 0000000000030D40
"tycoon_prices::polished diorite", long, 0000000000008CA0
"tycoon_prices::polished granite", long, 0000000000013880
"tycoon_prices::polished tuff", long, 0000000000003E80
"tycoon_prices::prismarine crystals", long, 0000000000186A00
"tycoon_prices::prismarine shard", long, 00000000000C3500
"tycoon_prices::purpur block", long, 0000000000030D40
"tycoon_prices::purpur pillar", long, 0000000000061A80
tycoon_prices::redstone, long, 00000000000000C8
"tycoon_prices::redstone block", long, 0000000000000708
"tycoon_prices::soul lantern", long, 00000000002DC6C0
"tycoon_prices::soul soil", long, 000000000016E360
tycoon_prices::stone, long, 000000000000000A
"tycoon_prices::stone bricks", long, 0000000000000014
tycoon_prices::tuff, long, 0000000000001F40

